Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 02d2cf9bcef0d10ae22bba38ee25c0192bc41d9a45b46ceab7467ca5a43f63c6, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 02d37b5d9116efbc2dc6420de3b30376039e2af283beadcba3afc936e41ae715, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 02d796ea767fa2e94fc6228fe70d8af1a570da973c32f7ddbe7ac747ce4a6666, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 02e0910945216963833093e0e56712e7362b01b7ef0cd4b375f857542b085020, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: LEFT CLUB, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 02e45757a6bc483ef7a9d086c3800bdab53ac1cb9840cfad4381d4fdea7820bc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 02eeb7d86c6d8dd801708091ed48bd654940c403ef12cfc10e4abc5eef90866a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 02f10c94c36c9f8d06ca2fccb131f8579cbabd1e3fb90c64ba799ad6222ad600, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 02f3b09da6d49f6fc29547e4988e34eb9e0406cc53bb52d2ecf3b77e9e741a85, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 02f64c00a1c75904920d7d0ce06c85dc30ce93b14147db8826fab00ab1d7a1f8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 02f6cba4ca8942ae995a5723a271ac967a3b51973fef556ae6eef56e6a2454f1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 71.0 years.
Customer ID: 02fb616160a91e306ff84ef3cd1333f0cd7d364df06d6746d5b313af7ff7be7b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 03023b630d51f53fcfebbbb0182e20a51de1b0463a85e9b5eef540ceefa95434, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 031087414c01a0524b5c9d121b98ef5a93f240db16392302bda5bb1e5e7bfb4d, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 03126e45c08e82cd192b32cbddbeba63387e11e5531059d1e75b74a422f373b1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 60.0 years.
Customer ID: 03167db14498eeec75153c7e582f25925eeb861ce3e04be9b3b58d83d23559a0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 03176a1445de4730c2ca5d514c3ce2182972ad42dfae65f4549778a2e918a7bd, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0317efd288c703a2531d89567ac2c28321ef8a613b5d2485430c94633b37ca51, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 031b1633a7b3df1b5c63487b254981b5dd3606d8d643e99345221577cf581fee, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 031dacb19b2f7003ccc838290d15c933ecf916503c428c9205ed036373758415, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 032046d984f72fe8d5b3cb151932c5c3f5c9f67e6b1c619dabae39c684280519, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
Customer ID: 03264406f2f5ad204e822bf1de35bfd78a254b7ebfa7436a1fbb2dd6702cad3d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 74.0 years.
Customer ID: 032bfa2ee5ed4729cb92b26f029bf391e24ffd9d82040420b10514fb26433fa9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 032c1158bed8eaa884e982247bce6ba12fbb46cc96db37f890363d5565443d65, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 45.0 years.
Customer ID: 03337ab0f54594f4ce96bfa456869d2d01e4fd99b49f07039462737375a3916d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 51.0 years.
Customer ID: 03392e608ea301ba185fbc96db65586ac9b7cddb17314ac38dea3f47a66ad448, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 03489cb329eeb471615a9a93c47aea3385a35bda120f1b66c2d58057550e0cea, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 44.0 years.
Customer ID: 034f0c7ca393e5fad0a9d12f71c54e346fb65e9fcb2df69c081eec1e554307a1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 0352a685354a244ea57ec3a605fc4e4c3c84b4c708ea38347d90ea7564e7ace7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 0356f9016af790146e57d6da4ec0a3d8a4fc35380c22c2c2db11f89a7d8368e0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 035c146b4e3425ded9f666567f8e1f3b75f586988181b026ee98a1c790e51a97, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 37.0 years.
Customer ID: 03688ec91eaf4d8569ec00a450567f829e122b7a368ce6acc390c4685542d5ca, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 47.0 years.
Customer ID: 0369aeafb7efe22cfa0fdf8290ee7ca3c2d53a54005b8c3f7ba60b1d365c3e9e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 20.0 years.
Customer ID: 03748d7daaf2bd87ca7202935269c3220f335d98bd0bc1bdce16c844f6e59a25, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 037aac19361b0d06e6e9e47ba81d8524ee2b4f19a65e93c2a7728b1ab162a70c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 038281b9c1466627192e0af455bd4fb84bf15fda5061c88702a1a8cb1e4697bc, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 52.0 years.
Customer ID: 0383e0ace6436d5a2b23efc570e14508274a7896a4bcdddce50783e47cd3d00c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 0384f1a2abd76923b5aba3c1614c6a3845f3b5dd585ca782ed537817f57e9db5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: PRE-CREATE, Fashion News Frequency: NONE, Age:  years.
Customer ID: 03968a7930cc35ee91a55f06b42d6ddd716ee0f57547a0ed997e267f5cccafe3, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 36.0 years.
Customer ID: 03a57e049f4ff7d0ab791077026775e4ae12e213a437905f4918f3be43098371, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 03b9023f6752cfa45d1365e437fd07c9ac73a9c6f97d292814f66ef6309f9476, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 29.0 years.
Customer ID: 03b958999ff992a3d2090445cb81b54cdfd13d1b057cff7e6398a9fcf2c1ffe7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 49.0 years.
Customer ID: 03cde6cebf0521a59472810ed9fb66c300c197a64c51f5473c99371e30280ef8, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 03d0011487606c37c1b1ed147fc72f285a50c05f00b9712e0fc3da400c864296, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 51.0 years.
Customer ID: 03d846993ebe0cef03c8fd8475a960ca78cff866e780556e8c6613ff3e3c0973, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 03de367bf4b373ddf9963d3d7347a5dca4a2aa99df2065ba388be35fab0f1c99, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 48.0 years.
Customer ID: 03dfeb591f1dee395aa5b498fcf8b12e3ffa72479f549a46a3e0ba55ebf8f9c6, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 03ee4315d16cd08e50efadf194a22d20f0ecb37c2ba8f2ee0c318f1741b5e6b0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 39.0 years.
Customer ID: 03fe6234ee5446aacaf41c77be890197f5c40ab1c1419569ec0d16aa4a65bced, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 44.0 years.
Customer ID: 03ff2c14c56358cfa899443fb55163bcac3cf67c2b5723d4628ba72b846f5f64, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 040127192a2fd9ac2a7cbf9dd4cf452eea91f230b55b607756efef01d7b793c9, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 46.0 years.
Customer ID: 04050a0433c9050f619b3b54ac4b63c14a2d8b5afe121e63f04cfa739eb7eac7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 31.0 years.
Customer ID: 040a73aad40b8a90b8c01d97ffc8594b30a619c7e15afaa51c926c51ff035d89, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 0411ec52310f2e471a5daaaaaf03a9e7ef52cbb6a3e5d85bf0bd8c9f6428e144, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 53.0 years.
Customer ID: 041945bc40e9eb39961b31ace67a72330407123def487ed680267dcd6a4f96a9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 041b31a7f12c6ccde9c1f2d9e8fd5cb960cdddffe289b443bb4326a47e506a51, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 041f6c7b3be2bd8e8f34a007fee89e4db4e5844c5a0271f4ea148c5aa00492de, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 042737c01c7d42acb84b5fdc26779883a694fb8ec782aa0119e6cef404930f8a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 35.0 years.
Customer ID: 0456515f18cdd341dbb0077191bcd67e9e7738d81ed4f9412f634f2ffa84b70b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 38.0 years.
Customer ID: 04573d1d88236664b9c68bd2e4e163467b53bea966bbd415edc4148ce72b9639, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 045c56f8b4fe091482792a6c8211dd32a31d10a4463abcfaf8d0aac167eff58b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 045d404289b03c469c2932100c2855bdaec86be5c7dbfb121702698804f6cdb2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 33.0 years.
Customer ID: 045f7ea13a544cff39bcff4b296602f6beccc24d02f472f2dffc1fe1859252b1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 0465ce750bdf4e7cd4c685e399eabfdf97be36287d77dd4b01058ae0daef742b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 046af07c0aaed65fd3934cd9056592fd314360c7f30d2308726e8dbda472d138, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 046d18ede21914c134c22206bda0e043526e24e5e54a29c1f7eeebaa2c62c1cf, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 048253dbbc77680407dd3978e530d50d417f89d2393a77da5179b79b127b629a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 048905017311f78c8cc673ac04dc1b90256daa24b859634133ad8fdf84976a08, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 39.0 years.
Customer ID: 04901bc197bed482adcf7245ec330c77adb61fc11c63815cb9cdbd24075e7262, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 0491c53266f9cbbebf462916afa25c791ee4b84bb9463316e95721f08e7e381d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 04951f9573963f9ec689ab583f26ef7fe11bf5a1be15217e8db3b2357ab2b83e, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 04a182e9bc4d4e0c54cf6fc8d4ba9a0e2186de746c8326c76fce5029a19bfbc2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 04ab1bca7705be163a7491ab834ed425c982263f2d8c1862b119f6d25f6f0e42, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 04b6034da22ee8cefcd1b73d337f247b9eebfb84668fa76b1ccb96f22c8075fe, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 50.0 years.
Customer ID: 04c930b22ccc2f8af6d416f599de070026fe04075b7a7c9f70c9020af60a57b7, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 04c987267a952ecf592f6132580148d74eb4dc25093d009f69c87615b552e88f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 27.0 years.
Customer ID: 04d058c96d7465609222c9179e2a52c173d47f946b257c9c8f0e77287932237a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 70.0 years.
Customer ID: 04d68a562184e2861f3e6c7caee2ffa8c34db703befeb6f65b95c40b34a130b6, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 04db9585ba4e6c6bd7ab2f633736fc68035ff1001fedc075d7f22baf62c44098, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 54.0 years.
Customer ID: 04e35c9d410122fe8c05d0a3665761b06cf2d7515229654b4a8156880e66ee1f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 04f1b6911724ac43ea818b95ca8ed6b604ffecfe19d8a8abdb7dc5e5b2168042, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 26.0 years.
Customer ID: 04f38557c7c3ec144a7f5e46a9e55526b2537311b2928d4adf5ea3dccc84310f, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 04f4e99383e71a1f72cd6d7c87ef771631e0dfd2998217de0273266cbc081f8c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 04f8d3164273444b81731e044b1227ccb4d6430c4d8f6e5bb6f44f845178df40, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
